2021-03-19 00:08:27.634 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:34.484 [main] INFO  com.neonomics.corelibraries.Authorization - Response recieved for auth API ::{"refresh_expires_in":2592000,"expires_in":86400,"session_state":"dd21c20f-f1a9-43f4-a150-7038768eebb6","access_token":"eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiNTMxNDJiZWMtZjM0Yi00OTRkLTgyMjEtYTc3OWI2MWI0OTE2IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6ImRkMjFjMjBmLWYxYTktNDNmNC1hMTUwLTcwMzg3NjhlZWJiNiIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.IblFQDQXSinG9IqxDOWpH0sTIASF5aJTWAAw0wtPQ1qQsm2jVtxxRPlkurHC0rMIX1WgKTsxS0JEimX2BHxuy8B7D3gntNaEkiRoc95NAiI_4Mz6pQuw6g2FXPmngZhzE-k_VHxrKl_50nR3SBHbes4jjYf5KwW3LTGQZBhkIWWonuXBsLkLwbiQtMmlz_dBpG59lVRc8_hxdK_0CYwk-ktMNcuOxWe6gkV3kx5hA9Qe9KJBH0gbkI8khzuk1KCYF-6tBozN9mnzEY2YNsuUGJuCAmjngywhjtQTBm7EPU9RtYw4TmRny2zoPZb1h_r2Nbu0V9Papu4bQzualqYMyw","scope":"banqbridge_client","token_type":"bearer","refresh_token":"eyJhbGciOiJIUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICIwYTAzNjlhNy0yMTg3LTQ3OWYtOTU4NS02Y2QzYTczZDUxOWYifQ.eyJleHAiOjE2MTg2ODQ3MTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiZGYzYzYwOWMtZTZhOC00MzZjLTliZGUtNDI1MTZjYTI0MDM3IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94IiwiYXVkIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiUmVmcmVzaCIsImF6cCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsInNlc3Npb25fc3RhdGUiOiJkZDIxYzIwZi1mMWE5LTQzZjQtYTE1MC03MDM4NzY4ZWViYjYiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50In0.C5FoFJT_pjgupCRk2E8NLqUcC_GwYxRu2GhSdIs5mzE"}
2021-03-19 00:08:34.513 [main] INFO  stepDefinition.StepDefinitions_API_Test - Bearer token :: [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiNTMxNDJiZWMtZjM0Yi00OTRkLTgyMjEtYTc3OWI2MWI0OTE2IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6ImRkMjFjMjBmLWYxYTktNDNmNC1hMTUwLTcwMzg3NjhlZWJiNiIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.IblFQDQXSinG9IqxDOWpH0sTIASF5aJTWAAw0wtPQ1qQsm2jVtxxRPlkurHC0rMIX1WgKTsxS0JEimX2BHxuy8B7D3gntNaEkiRoc95NAiI_4Mz6pQuw6g2FXPmngZhzE-k_VHxrKl_50nR3SBHbes4jjYf5KwW3LTGQZBhkIWWonuXBsLkLwbiQtMmlz_dBpG59lVRc8_hxdK_0CYwk-ktMNcuOxWe6gkV3kx5hA9Qe9KJBH0gbkI8khzuk1KCYF-6tBozN9mnzEY2YNsuUGJuCAmjngywhjtQTBm7EPU9RtYw4TmRny2zoPZb1h_r2Nbu0V9Papu4bQzualqYMyw]
2021-03-19 00:08:34.513 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Authorization] and Value = [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTQsImlhdCI6MTYxNjA5MjcxNCwianRpIjoiNTMxNDJiZWMtZjM0Yi00OTRkLTgyMjEtYTc3OWI2MWI0OTE2IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6ImRkMjFjMjBmLWYxYTktNDNmNC1hMTUwLTcwMzg3NjhlZWJiNiIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.IblFQDQXSinG9IqxDOWpH0sTIASF5aJTWAAw0wtPQ1qQsm2jVtxxRPlkurHC0rMIX1WgKTsxS0JEimX2BHxuy8B7D3gntNaEkiRoc95NAiI_4Mz6pQuw6g2FXPmngZhzE-k_VHxrKl_50nR3SBHbes4jjYf5KwW3LTGQZBhkIWWonuXBsLkLwbiQtMmlz_dBpG59lVRc8_hxdK_0CYwk-ktMNcuOxWe6gkV3kx5hA9Qe9KJBH0gbkI8khzuk1KCYF-6tBozN9mnzEY2YNsuUGJuCAmjngywhjtQTBm7EPU9RtYw4TmRny2zoPZb1h_r2Nbu0V9Papu4bQzualqYMyw]
2021-03-19 00:08:34.514 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:34.514 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:34.514 [main] INFO  stepDefinition.StepDefinitions_API_Test - Adding body content for Key = [[bankId, anVzdG9iYW5rLnYxSlVTVE5PS0s=]] and Value = [{]]
2021-03-19 00:08:34.514 [main] INFO  stepDefinition.StepDefinitions_API_Test - Raw body needs to be added to request
2021-03-19 00:08:34.514 [main] INFO  stepDefinition.StepDefinitions_API_Test - {"bankId":"anVzdG9iYW5rLnYxSlVTVE5PS0s\u003d"}
2021-03-19 00:08:34.515 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [POST] request
2021-03-19 00:08:34.702 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [510]
2021-03-19 00:08:34.702 [main] ERROR stepDefinition.StepDefinitions_API_Test - Please provide proper API area type
2021-03-19 00:08:34.708 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:34.708 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that session API works to create new session for various combinations
2021-03-19 00:08:34.708 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:34.709 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:34.709 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/session]
2021-03-19 00:08:34.709 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Content-Type] and Value = [application/javascript]
2021-03-19 00:08:34.709 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Content-Type] and Value = [application/javascript]
2021-03-19 00:08:34.709 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = [Bearer Token]
2021-03-19 00:08:35.145 [main] INFO  com.neonomics.corelibraries.Authorization - Response recieved for auth API ::{"refresh_expires_in":2592000,"expires_in":86400,"session_state":"de88c0dc-724e-4071-813b-4ebf1e84c6bd","access_token":"eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTUsImlhdCI6MTYxNjA5MjcxNSwianRpIjoiZjNmMDgwNWQtODdkMS00MDAxLTg4OGItZDEwY2I3OGVjNzk1IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6ImRlODhjMGRjLTcyNGUtNDA3MS04MTNiLTRlYmYxZTg0YzZiZCIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.A_FQz-Rtto-j3RJAGqBKgQ9OEeSTGA_hrl60Fn2V1ExwgPQZsvc2kqF3KFvzuyMGErK65aHeYwHF6_krh0OaPB3lYsDXYvqwic5EAkmmpE7bTVYX6lFhBy35wec5kVaxQqVYZJbiTRdw_l4TmqeyM2pfJeaT0Hx5tRLvAemB43PoGgdMQ6jmavpoARo4YWnycKX_XjyIIeZuIpXQYJ8vffyB7xKiRBVulaLnuMU3p7ggjLXz1wUejlHo6oe_D1828TlKbZ3cr6S3Qxt9wm-kMA_grfely8n6DCYdeO2Pq3L68lw-zNrqEaTnkKKStFFslXjoLmZBLx83ucxEKSwV3w","scope":"banqbridge_client","token_type":"bearer","refresh_token":"eyJhbGciOiJIUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICIwYTAzNjlhNy0yMTg3LTQ3OWYtOTU4NS02Y2QzYTczZDUxOWYifQ.eyJleHAiOjE2MTg2ODQ3MTUsImlhdCI6MTYxNjA5MjcxNSwianRpIjoiMzdiMzY5OTktODFiMi00ZmJhLThiM2MtMGM2MTAyOTMyMmVkIiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94IiwiYXVkIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiUmVmcmVzaCIsImF6cCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsInNlc3Npb25fc3RhdGUiOiJkZTg4YzBkYy03MjRlLTQwNzEtODEzYi00ZWJmMWU4NGM2YmQiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50In0.UOm97TrlFln3xw_JU7QrGwUwRah038Mt7hc9NBD-jxM"}
2021-03-19 00:08:35.171 [main] INFO  stepDefinition.StepDefinitions_API_Test - Bearer token :: [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTUsImlhdCI6MTYxNjA5MjcxNSwianRpIjoiZjNmMDgwNWQtODdkMS00MDAxLTg4OGItZDEwY2I3OGVjNzk1IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6ImRlODhjMGRjLTcyNGUtNDA3MS04MTNiLTRlYmYxZTg0YzZiZCIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.A_FQz-Rtto-j3RJAGqBKgQ9OEeSTGA_hrl60Fn2V1ExwgPQZsvc2kqF3KFvzuyMGErK65aHeYwHF6_krh0OaPB3lYsDXYvqwic5EAkmmpE7bTVYX6lFhBy35wec5kVaxQqVYZJbiTRdw_l4TmqeyM2pfJeaT0Hx5tRLvAemB43PoGgdMQ6jmavpoARo4YWnycKX_XjyIIeZuIpXQYJ8vffyB7xKiRBVulaLnuMU3p7ggjLXz1wUejlHo6oe_D1828TlKbZ3cr6S3Qxt9wm-kMA_grfely8n6DCYdeO2Pq3L68lw-zNrqEaTnkKKStFFslXjoLmZBLx83ucxEKSwV3w]
2021-03-19 00:08:35.172 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Authorization] and Value = [Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTUsImlhdCI6MTYxNjA5MjcxNSwianRpIjoiZjNmMDgwNWQtODdkMS00MDAxLTg4OGItZDEwY2I3OGVjNzk1IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6ImRlODhjMGRjLTcyNGUtNDA3MS04MTNiLTRlYmYxZTg0YzZiZCIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.A_FQz-Rtto-j3RJAGqBKgQ9OEeSTGA_hrl60Fn2V1ExwgPQZsvc2kqF3KFvzuyMGErK65aHeYwHF6_krh0OaPB3lYsDXYvqwic5EAkmmpE7bTVYX6lFhBy35wec5kVaxQqVYZJbiTRdw_l4TmqeyM2pfJeaT0Hx5tRLvAemB43PoGgdMQ6jmavpoARo4YWnycKX_XjyIIeZuIpXQYJ8vffyB7xKiRBVulaLnuMU3p7ggjLXz1wUejlHo6oe_D1828TlKbZ3cr6S3Qxt9wm-kMA_grfely8n6DCYdeO2Pq3L68lw-zNrqEaTnkKKStFFslXjoLmZBLx83ucxEKSwV3w]
2021-03-19 00:08:35.172 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:35.172 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:35.172 [main] INFO  stepDefinition.StepDefinitions_API_Test - Adding body content for Key = [[bankId, anVzdG9iYW5rLnYxSlVTVE5PS0s=]] and Value = [{]]
2021-03-19 00:08:35.173 [main] INFO  stepDefinition.StepDefinitions_API_Test - Raw body needs to be added to request
2021-03-19 00:08:35.173 [main] INFO  stepDefinition.StepDefinitions_API_Test - {"bankId":"anVzdG9iYW5rLnYxSlVTVE5PS0s\u003d"}
2021-03-19 00:08:35.173 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [POST] request
2021-03-19 00:08:35.376 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [520]
2021-03-19 00:08:35.376 [main] ERROR stepDefinition.StepDefinitions_API_Test - Please provide proper API area type
2021-03-19 00:08:35.382 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:35.382 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that session API works to create new session for various combinations
2021-03-19 00:08:35.382 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/session]
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = []
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Authorization] and Value = []
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [x-device-id] and Value = [example_id_for_quickstart]
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Adding body content for Key = [[bankId, anVzdG9iYW5rLnYxSlVTVE5PS0s=]] and Value = [{]]
2021-03-19 00:08:35.383 [main] INFO  stepDefinition.StepDefinitions_API_Test - Raw body needs to be added to request
2021-03-19 00:08:35.384 [main] INFO  stepDefinition.StepDefinitions_API_Test - {"bankId":"anVzdG9iYW5rLnYxSlVTVE5PS0s\u003d"}
2021-03-19 00:08:35.384 [main] INFO  stepDefinition.StepDefinitions_API_Test - Making [POST] request
2021-03-19 00:08:35.804 [main] INFO  stepDefinition.StepDefinitions_API_Test - Validating response code as [401]
2021-03-19 00:08:35.810 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:35.810 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - --- Execution Started :::: Verify that session API works to create new session for various combinations
2021-03-19 00:08:35.810 [main] INFO  stepDefinition.StepDefinitions_Functional_Test - ********************************************************************************************************
2021-03-19 00:08:35.811 [main] INFO  stepDefinition.StepDefinitions_API_Test - Base URL [https://sandbox.neonomics.io]
2021-03-19 00:08:35.811 [main] INFO  stepDefinition.StepDefinitions_API_Test - Endpoint path [/ics/v3/session]
2021-03-19 00:08:35.811 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:35.811 [main] INFO  stepDefinition.StepDefinitions_API_Test - Added :: Header = [Content-Type] and Value = [application/json]
2021-03-19 00:08:35.811 [main] INFO  stepDefinition.StepDefinitions_API_Test - Setting Header = [Authorization] and Value = [Bearer Token]
2021-03-19 00:08:36.029 [main] INFO  com.neonomics.corelibraries.Authorization - Response recieved for auth API ::{"refresh_expires_in":2592000,"expires_in":86400,"session_state":"56712fa6-5e25-4a52-9cbb-c245a7c06734","access_token":"eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJ2MmFQNDdIQXVTUi1qWmR5U3otNDVDV2RaOFhiWGFBMXNDbWhLbWtJLXRvIn0.eyJleHAiOjE2MTYxNzkxMTYsImlhdCI6MTYxNjA5MjcxNiwianRpIjoiZjdmNzIyYTctOTE1My00Yjk5LWIwNjEtZjAwYjQ2NmYzNWNlIiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiQmVhcmVyIiwiYXpwIjoiM2QzNWY2MDYtY2Q1Ny00NzRmLTg2NzYtYjc4ZGZiZWFjMzQ1Iiwic2Vzc2lvbl9zdGF0ZSI6IjU2NzEyZmE2LTVlMjUtNGE1Mi05Y2JiLWMyNDVhN2MwNjczNCIsImFjciI6IjEiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50Iiwib3JnYW5pemF0aW9uSWQiOiI0MjRhNTc5My01NDQ4LTQ0NjMtODI2YS05NzdhOTc2MTY4NDIiLCJjbGllbnRJZCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsImNsaWVudEhvc3QiOiIxMDMuMjAwLjEwNi4xNzEiLCJja2lkIjoiYmY2NGIzNTktOWFhZC00MjcxLWJjNjItNTFjNDI2NGQyZmQ3IiwiY2xpZW50QWRkcmVzcyI6IjEwMy4yMDAuMTA2LjE3MSJ9.SEyotWCmZ3az6KvaLDLR5BQpK2KVvIw2ypwEEm5OVqseLoJ2cVX6fwUBYyAz7GSWHfUY_ph9xc4tJdITBzB5zAdwSPheF-tN6txzVnGY_pMf4FHBFL6J2jGXe_ZOwY9CK4t3kJib7O06kU9-yCAQTiICwdIDBOgKz4fqKPSOkdFdwI-ElENnZFhxo5C-7G0auV-1Epejtk9QLgmNGd0ta1DnQES2AqwjYDbjn3RRwmnD5I8kvGSTdvvqcnCH_KomlPluZxxGyjgZY1OypeuMpdcoxrn72erNvmhMnUV9OBA-NBTeN3iZXNjgPnvY-iN6YFVR-hyLwrORDPeoXODFHQ","scope":"banqbridge_client","token_type":"bearer","refresh_token":"eyJhbGciOiJIUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICIwYTAzNjlhNy0yMTg3LTQ3OWYtOTU4NS02Y2QzYTczZDUxOWYifQ.eyJleHAiOjE2MTg2ODQ3MTYsImlhdCI6MTYxNjA5MjcxNiwianRpIjoiN2M5MDg5ODYtZjU4Ny00MmViLWE3MTYtYmYyZDdkZTJjMjA1IiwiaXNzIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94IiwiYXVkIjoiaHR0cHM6Ly9zYW5kYm94Lm5lb25vbWljcy5pby9hdXRoL3JlYWxtcy9zYW5kYm94Iiwic3ViIjoiMjE4MDlmM2EtOWJhOS00MDMxLTllM2QtOTdiNTY3Nzc5OWY5IiwidHlwIjoiUmVmcmVzaCIsImF6cCI6IjNkMzVmNjA2LWNkNTctNDc0Zi04Njc2LWI3OGRmYmVhYzM0NSIsInNlc3Npb25fc3RhdGUiOiI1NjcxMmZhNi01ZTI1LTRhNTItOWNiYi1jMjQ1YTdjMDY3MzQiLCJzY29wZSI6ImJhbnFicmlkZ2VfY2xpZW50In0.4MSm_TiYPa_EOedNQHUgz1YD0o_73ajevjW1aE3pQGw"}
